AFS_ID,n_exact_frs_candidates,n_exact_frs_candidates_with_air,n_exact_frs_candidates_with_icis,max_frs_candidate_rules,n_exact_icis_candidates,max_icis_candidate_rules,has_any_exact_frs_candidate,has_any_exact_icis_candidate
010270TF01,1,1,1,1,1,3,TRUE,TRUE
0105700000,1,1,1,3,1,3,TRUE,TRUE
01071EPA11,1,1,1,1,0,0,TRUE,FALSE
0107300038,0,0,0,0,0,0,FALSE,FALSE
0107300409,0,0,0,0,0,0,FALSE,FALSE
0107300415,1,1,1,3,1,1,TRUE,TRUE
0107360297,0,0,0,0,1,1,FALSE,TRUE
01073EPA01,2,0,0,1,0,0,TRUE,FALSE
01073EPA02,0,0,0,0,0,0,FALSE,FALSE
01073EPA03,0,0,0,0,0,0,FALSE,FALSE
0108900016,1,1,1,1,1,1,TRUE,TRUE
0108900020,0,0,0,0,0,0,FALSE,FALSE
01089EPA11,0,0,0,0,0,0,FALSE,FALSE
0110300018,0,0,0,0,0,0,FALSE,FALSE
011070NEPT,1,1,1,3,1,3,TRUE,TRUE
011250BW07,1,1,1,1,1,1,TRUE,TRUE
011250CAS6,2,2,2,2,17,3,TRUE,TRUE
011250DBW1,1,1,1,3,7,2,TRUE,TRUE
011250TE01,4,4,4,2,7,3,TRUE,TRUE
011250TE04,3,3,3,3,7,3,TRUE,TRUE
011250TE05,7,5,5,2,7,3,TRUE,TRUE
011250TE11,3,3,3,3,7,3,TRUE,TRUE
011250TE12,1,1,1,3,3,3,TRUE,TRUE
011250TE22,9,4,4,2,7,3,TRUE,TRUE
0112790002,0,0,0,0,0,0,FALSE,FALSE
02010OCS03,0,0,0,0,0,0,FALSE,FALSE
0202000058,0,0,0,0,0,0,FALSE,FALSE
0202000082,0,0,0,0,2,1,FALSE,TRUE
0277790126,0,0,0,0,0,0,FALSE,FALSE
04003Z2654,0,0,0,0,1,1,FALSE,TRUE
0401300002,0,0,0,0,1,3,FALSE,TRUE
0401300006,1,0,0,1,0,0,TRUE,FALSE
0401300018,0,0,0,0,0,0,FALSE,FALSE
0401300026,1,0,0,1,0,0,TRUE,FALSE
0401300062,0,0,0,0,0,0,FALSE,FALSE
0401300072,1,0,0,1,0,0,TRUE,FALSE
0401300090,1,1,1,1,1,3,TRUE,TRUE
0401300098,0,0,0,0,0,0,FALSE,FALSE
0401300101,0,0,0,0,0,0,FALSE,FALSE
0401300130,2,0,0,2,0,0,TRUE,FALSE
0401300174,1,0,0,2,0,0,TRUE,FALSE
0401300205,3,0,0,2,0,0,TRUE,FALSE
0401300212,2,0,0,1,0,0,TRUE,FALSE
0401300213,1,1,1,1,1,3,TRUE,TRUE
0401300226,1,0,0,1,0,0,TRUE,FALSE
0401300234,1,1,1,3,1,2,TRUE,TRUE
0401300245,0,0,0,0,0,0,FALSE,FALSE
0401300249,0,0,0,0,0,0,FALSE,FALSE
0401300260,2,2,2,3,2,3,TRUE,TRUE
0401300281,0,0,0,0,0,0,FALSE,FALSE
0401300303,0,0,0,0,1,1,FALSE,TRUE
0401300341,2,1,1,1,1,3,TRUE,TRUE
0401300344,1,0,0,1,0,0,TRUE,FALSE
0401300353,2,1,1,2,0,0,TRUE,FALSE
0401300354,1,1,1,1,1,1,TRUE,TRUE
0401300355,0,0,0,0,0,0,FALSE,FALSE
0401300363,1,0,0,2,0,0,TRUE,FALSE
0401300419,1,0,0,1,0,0,TRUE,FALSE
0401300443,0,0,0,0,0,0,FALSE,FALSE
0401300508,1,0,0,3,0,0,TRUE,FALSE
0401300520,1,0,0,2,0,0,TRUE,FALSE
0401300529,1,0,0,3,0,0,TRUE,FALSE
0401300552,0,0,0,0,0,0,FALSE,FALSE
0401300620,1,0,0,2,0,0,TRUE,FALSE
0401300653,0,0,0,0,0,0,FALSE,FALSE
0401300693,2,0,0,3,0,0,TRUE,FALSE
0401300699,2,0,0,3,0,0,TRUE,FALSE
0401300744,1,1,1,3,1,1,TRUE,TRUE
0401300759,1,1,1,3,2,3,TRUE,TRUE
0401300777,1,1,1,2,1,1,TRUE,TRUE
0401300781,0,0,0,0,0,0,FALSE,FALSE
0401300857,2,0,0,3,0,0,TRUE,FALSE
0401300881,1,0,0,1,1,1,TRUE,TRUE
0401300901,0,0,0,0,0,0,FALSE,FALSE
0401300910,5,1,1,3,1,3,TRUE,TRUE
0401300969,0,0,0,0,1,3,FALSE,TRUE
0401300983,1,1,1,1,1,1,TRUE,TRUE
0401301014,1,0,0,2,0,0,TRUE,FALSE
0401301030,1,0,0,2,0,0,TRUE,FALSE
0401301059,1,0,0,2,0,0,TRUE,FALSE
0401301074,1,1,1,1,1,3,TRUE,TRUE
0401301075,0,0,0,0,0,0,FALSE,FALSE
0401301087,1,1,1,2,1,3,TRUE,TRUE
0401301102,1,0,0,2,0,0,TRUE,FALSE
0401301109,3,0,0,1,0,0,TRUE,FALSE
0401301162,0,0,0,0,0,0,FALSE,FALSE
0401301210,0,0,0,0,0,0,FALSE,FALSE
0401301211,1,0,0,1,0,0,TRUE,FALSE
0401301218,1,1,1,1,1,1,TRUE,TRUE
0401301228,0,0,0,0,0,0,FALSE,FALSE
0401301243,1,0,0,2,0,0,TRUE,FALSE
0401301248,0,0,0,0,0,0,FALSE,FALSE
0401301254,1,0,0,1,0,0,TRUE,FALSE
0401301261,0,0,0,0,0,0,FALSE,FALSE
0401301267,1,0,0,2,0,0,TRUE,FALSE
0401301271,0,0,0,0,0,0,FALSE,FALSE
0401301316,1,1,1,3,1,3,TRUE,TRUE
0401301318,0,0,0,0,0,0,FALSE,FALSE
0401301331,1,1,1,1,1,1,TRUE,TRUE
0401301341,1,0,0,2,0,0,TRUE,FALSE
0401301382,1,0,0,2,0,0,TRUE,FALSE
0401301398,1,1,1,2,0,0,TRUE,FALSE
0401301414,1,0,0,1,0,0,TRUE,FALSE
0401301415,1,0,0,1,0,0,TRUE,FALSE
0401301418,3,1,1,2,1,1,TRUE,TRUE
0401301437,0,0,0,0,0,0,FALSE,FALSE
0401301449,0,0,0,0,0,0,FALSE,FALSE
0401301502,0,0,0,0,0,0,FALSE,FALSE
0401301875,1,0,0,1,0,0,TRUE,FALSE
0401301879,1,1,1,1,0,0,TRUE,FALSE
0401302656,13,0,0,1,0,0,TRUE,FALSE
0401303297,1,0,0,1,0,0,TRUE,FALSE
0401303300,1,0,0,1,1,1,TRUE,TRUE
0401303305,0,0,0,0,1,3,FALSE,TRUE
0401303307,0,0,0,0,0,0,FALSE,FALSE
0401303313,0,0,0,0,1,1,FALSE,TRUE
0401303315,1,1,1,1,0,0,TRUE,FALSE
0401303316,1,1,1,1,1,1,TRUE,TRUE
0401303317,0,0,0,0,0,0,FALSE,FALSE
0401303326,0,0,0,0,0,0,FALSE,FALSE
0401303441,0,0,0,0,0,0,FALSE,FALSE
0401303442,2,1,1,1,1,2,TRUE,TRUE
0401303443,1,0,0,2,0,0,TRUE,FALSE
0401303444,0,0,0,0,0,0,FALSE,FALSE
0401303646,1,1,1,3,1,3,TRUE,TRUE
0401303744,1,0,0,2,0,0,TRUE,FALSE
0401303802,1,0,0,3,0,0,TRUE,FALSE
0401303953,2,1,1,2,0,0,TRUE,FALSE
0401303966,0,0,0,0,1,1,FALSE,TRUE
0401304131,1,0,0,2,0,0,TRUE,FALSE
0401304173,0,0,0,0,0,0,FALSE,FALSE
0401304174,1,0,0,1,0,0,TRUE,FALSE
0401304175,0,0,0,0,0,0,FALSE,FALSE
0401304182,2,0,0,2,0,0,TRUE,FALSE
0401304364,2,1,1,3,1,3,TRUE,TRUE
0401304444,1,0,0,1,0,0,TRUE,FALSE
0401307758,1,1,1,3,1,1,TRUE,TRUE
0401308199,3,0,0,1,0,0,TRUE,FALSE
0401319263,1,1,1,1,0,0,TRUE,FALSE
0401320706,1,1,1,1,1,1,TRUE,TRUE
0401327711,2,0,0,3,0,0,TRUE,FALSE
0401327771,0,0,0,0,0,0,FALSE,FALSE
0401327933,1,1,1,1,0,0,TRUE,FALSE
0401327942,1,0,0,1,0,0,TRUE,FALSE
0401328534,1,1,1,1,1,3,TRUE,TRUE
0401328831,1,1,1,1,1,1,TRUE,TRUE
0401329919,1,1,1,1,1,3,TRUE,TRUE
0401330265,1,1,1,2,0,0,TRUE,FALSE
0401331158,1,0,0,1,0,0,TRUE,FALSE
0401331261,2,0,0,1,0,0,TRUE,FALSE
0401331377,3,1,1,3,1,1,TRUE,TRUE
0401331565,1,1,1,2,1,1,TRUE,TRUE
0401331570,1,1,1,2,1,3,TRUE,TRUE
0401331585,0,0,0,0,1,1,FALSE,TRUE
0401331643,1,0,0,2,1,2,TRUE,TRUE
0401332153,1,1,1,3,1,3,TRUE,TRUE
0401334197,1,1,1,1,0,0,TRUE,FALSE
0401334297,1,0,0,1,0,0,TRUE,FALSE
0401334473,0,0,0,0,1,3,FALSE,TRUE
0401335018,1,1,1,1,1,1,TRUE,TRUE
0401335541,1,0,0,1,1,2,TRUE,TRUE
0401335819,0,0,0,0,0,0,FALSE,FALSE
0401336265,0,0,0,0,0,0,FALSE,FALSE
0401336898,1,0,0,1,0,0,TRUE,FALSE
0401337546,3,1,1,3,1,3,TRUE,TRUE
0401339213,1,0,0,1,0,0,TRUE,FALSE
0401341431,1,0,0,2,0,0,TRUE,FALSE
0401342956,1,0,0,2,1,1,TRUE,TRUE
0401343063,0,0,0,0,0,0,FALSE,FALSE
0401343135,0,0,0,0,0,0,FALSE,FALSE
0401343530,1,1,1,1,1,1,TRUE,TRUE
0401344182,1,0,0,2,0,0,TRUE,FALSE
0401344186,1,1,1,3,1,2,TRUE,TRUE
0401344439,1,0,0,2,1,2,TRUE,TRUE
0401351068,1,0,0,1,0,0,TRUE,FALSE
0401351073,1,1,1,3,0,0,TRUE,FALSE
0401352382,2,1,1,3,1,2,TRUE,TRUE
0401358356,0,0,0,0,0,0,FALSE,FALSE
0401359945,0,0,0,0,0,0,FALSE,FALSE
0401360765,0,0,0,0,0,0,FALSE,FALSE
0401373084,1,0,0,2,0,0,TRUE,FALSE
0401373272,0,0,0,0,0,0,FALSE,FALSE
0401378910,0,0,0,0,0,0,FALSE,FALSE
0401380437,3,1,1,3,1,1,TRUE,TRUE
0401392794,0,0,0,0,0,0,FALSE,FALSE
0401396886,1,0,0,3,0,0,TRUE,FALSE
04013R9202,0,0,0,0,0,0,FALSE,FALSE
04013R9600,0,0,0,0,0,0,FALSE,FALSE
04013Z2388,1,1,1,1,1,1,TRUE,TRUE
04015Z0815,1,1,1,1,1,1,TRUE,TRUE
04015Z2585,0,0,0,0,0,0,FALSE,FALSE
04019Z0626,0,0,0,0,1,1,FALSE,TRUE
04021Z1110,0,0,0,0,0,0,FALSE,FALSE
04027Z2415,1,0,0,1,0,0,TRUE,FALSE
0477700579,0,0,0,0,0,0,FALSE,FALSE
0477704034,0,0,0,0,0,0,FALSE,FALSE
0477753259,0,0,0,0,0,0,FALSE,FALSE
0477760525,0,0,0,0,0,0,FALSE,FALSE
0477789297,0,0,0,0,0,0,FALSE,FALSE
0477799729,0,0,0,0,0,0,FALSE,FALSE
04777Z2714,87,87,87,1,122,1,TRUE,TRUE
0513300306,2,2,2,1,2,1,TRUE,TRUE
06037MAC71,2,1,1,3,1,3,TRUE,TRUE
06037MAC95,0,0,0,0,0,0,FALSE,FALSE
06037R9036,0,0,0,0,0,0,FALSE,FALSE
0604102075,0,0,0,0,0,0,FALSE,FALSE
0604102076,11,0,0,3,0,0,TRUE,FALSE
06085MAC01,1,0,0,3,0,0,TRUE,FALSE
06115R9328,0,0,0,0,0,0,FALSE,FALSE
0803101358,1,1,1,2,1,2,TRUE,TRUE
0806700054,2,2,2,1,1,1,TRUE,TRUE
0806700179,1,0,0,1,0,0,TRUE,FALSE
0806700308,0,0,0,0,0,0,FALSE,FALSE
0806700352,2,2,2,1,3,1,TRUE,TRUE
0808500099,0,0,0,0,0,0,FALSE,FALSE
0900100328,0,0,0,0,0,0,FALSE,FALSE
09001CFC01,1,0,0,3,0,0,TRUE,FALSE
09001CFC02,1,0,0,1,0,0,TRUE,FALSE
09001CFC03,1,0,0,2,0,0,TRUE,FALSE
09003CFC02,1,0,0,1,0,0,TRUE,FALSE
09003CFC03,0,0,0,0,0,0,FALSE,FALSE
09003CFC04,0,0,0,0,0,0,FALSE,FALSE
09003CFC05,0,0,0,0,0,0,FALSE,FALSE
09003CFC06,0,0,0,0,0,0,FALSE,FALSE
09003CFC07,0,0,0,0,0,0,FALSE,FALSE
09003CFC08,1,0,0,1,0,0,TRUE,FALSE
09003CFC09,0,0,0,0,0,0,FALSE,FALSE
09003CFC10,0,0,0,0,0,0,FALSE,FALSE
09003CFC11,0,0,0,0,0,0,FALSE,FALSE
09003CFC12,0,0,0,0,0,0,FALSE,FALSE
09003CFC13,0,0,0,0,0,0,FALSE,FALSE
09003CFC14,0,0,0,0,0,0,FALSE,FALSE
09003CFC15,0,0,0,0,0,0,FALSE,FALSE
09003CFC26,0,0,0,0,0,0,FALSE,FALSE
09003E0000,0,0,0,0,0,0,FALSE,FALSE
09009CFC01,0,0,0,0,0,0,FALSE,FALSE
09009CFC02,0,0,0,0,0,0,FALSE,FALSE
09009CFC03,1,0,0,1,0,0,TRUE,FALSE
09009CFC04,0,0,0,0,0,0,FALSE,FALSE
09009CFC05,1,1,1,1,0,0,TRUE,FALSE
09009CFC06,0,0,0,0,0,0,FALSE,FALSE
09009CFC07,0,0,0,0,0,0,FALSE,FALSE
09009CFC08,0,0,0,0,0,0,FALSE,FALSE
09009CFC10,0,0,0,0,0,0,FALSE,FALSE
09009CFC11,0,0,0,0,0,0,FALSE,FALSE
09011CFC01,1,0,0,1,0,0,TRUE,FALSE
09011CFC02,3,1,1,2,2,1,TRUE,TRUE
09011CFC03,0,0,0,0,0,0,FALSE,FALSE
09011CFC04,1,0,0,2,0,0,TRUE,FALSE
09013E0000,0,0,0,0,0,0,FALSE,FALSE
09013E0001,0,0,0,0,0,0,FALSE,FALSE
09015CFC01,1,0,0,3,0,0,TRUE,FALSE
09777CFC01,0,0,0,0,0,0,FALSE,FALSE
09777SII02,0,0,0,0,0,0,FALSE,FALSE
09777SII03,0,0,0,0,0,0,FALSE,FALSE
09777SII04,0,0,0,0,0,0,FALSE,FALSE
1203100226,0,0,0,0,0,0,FALSE,FALSE
1206900004,0,0,0,0,0,0,FALSE,FALSE
1209500041,0,0,0,0,0,0,FALSE,FALSE
1209500056,0,0,0,0,0,0,FALSE,FALSE
1209900562,0,0,0,0,0,0,FALSE,FALSE
1210300005,0,0,0,0,0,0,FALSE,FALSE
1210500012,0,0,0,0,0,0,FALSE,FALSE
1210500044,0,0,0,0,1,1,FALSE,TRUE
1210500060,0,0,0,0,0,0,FALSE,FALSE
1212700005,0,0,0,0,0,0,FALSE,FALSE
1277700041,0,0,0,0,0,0,FALSE,FALSE
1288849980,0,0,0,0,0,0,FALSE,FALSE
130674EPA9,0,0,0,0,0,0,FALSE,FALSE
1312100000,1,0,0,1,0,0,TRUE,FALSE
13121EPA14,0,0,0,0,0,0,FALSE,FALSE
1313740011,0,0,0,0,0,0,FALSE,FALSE
1313740012,0,0,0,0,0,0,FALSE,FALSE
1322589999,48,43,43,1,79,1,TRUE,TRUE
13261EPA11,0,0,0,0,0,0,FALSE,FALSE
1377740000,0,0,0,0,0,0,FALSE,FALSE
1600100207,1,0,0,1,0,0,TRUE,FALSE
1602700132,0,0,0,0,0,0,FALSE,FALSE
1700100001,1,1,1,3,1,3,TRUE,TRUE
1700100002,1,1,1,3,1,3,TRUE,TRUE
1700100003,1,1,1,3,1,3,TRUE,TRUE
1700100004,1,1,1,3,1,3,TRUE,TRUE
1700100005,1,1,1,3,1,3,TRUE,TRUE
1700100006,4,2,2,3,2,3,TRUE,TRUE
1700100007,1,1,1,3,1,3,TRUE,TRUE
1700100008,1,1,1,3,1,3,TRUE,TRUE
1700100009,1,1,1,3,1,3,TRUE,TRUE
1700100010,1,1,1,3,1,3,TRUE,TRUE
1700100011,4,2,2,3,2,3,TRUE,TRUE
1700100012,1,1,1,3,1,3,TRUE,TRUE
1700100013,1,1,1,3,1,3,TRUE,TRUE
1700100014,1,1,1,2,1,3,TRUE,TRUE
1700100015,2,2,2,3,2,3,TRUE,TRUE
1700100016,1,1,1,3,1,3,TRUE,TRUE
1700100017,3,2,2,3,2,3,TRUE,TRUE
1700100018,2,2,2,3,2,3,TRUE,TRUE
1700100019,4,2,2,3,2,3,TRUE,TRUE
1700100020,2,2,2,2,2,3,TRUE,TRUE
1700100021,1,1,1,3,1,3,TRUE,TRUE
1700100022,1,1,1,3,1,3,TRUE,TRUE
1700100023,1,1,1,2,1,3,TRUE,TRUE
1700100024,0,0,0,0,1,3,FALSE,TRUE
1700100025,1,1,1,3,1,3,TRUE,TRUE
1700100026,2,2,2,2,2,2,TRUE,TRUE
1700100027,1,1,1,2,2,3,TRUE,TRUE
1700100028,2,2,2,2,1,2,TRUE,TRUE
1700100029,3,3,3,2,2,2,TRUE,TRUE
1700100030,0,0,0,0,1,3,FALSE,TRUE
1700100031,1,1,1,2,1,2,TRUE,TRUE
1700100032,1,1,1,3,1,3,TRUE,TRUE
1700100033,2,1,1,2,1,1,TRUE,TRUE
1700100034,1,1,1,3,1,3,TRUE,TRUE
1700100035,1,1,1,2,1,3,TRUE,TRUE
1700100036,1,1,1,3,1,3,TRUE,TRUE
1700100037,1,1,1,3,1,3,TRUE,TRUE
1700100038,3,2,2,3,2,2,TRUE,TRUE
1700100039,1,1,1,3,1,3,TRUE,TRUE
1700100040,1,0,0,1,1,2,TRUE,TRUE
1700100041,1,1,1,1,1,1,TRUE,TRUE
1700100042,1,1,1,1,1,1,TRUE,TRUE
1700100043,1,1,1,1,1,3,TRUE,TRUE
1700100044,2,2,2,2,1,2,TRUE,TRUE
1700100045,1,1,1,1,1,3,TRUE,TRUE
1700100046,1,1,1,3,1,3,TRUE,TRUE
1700100047,1,0,0,1,2,3,TRUE,TRUE
1700100049,1,1,1,3,1,3,TRUE,TRUE
1700100051,2,2,2,3,2,3,TRUE,TRUE
1700100052,1,1,1,3,1,3,TRUE,TRUE
1700100053,1,1,1,1,1,3,TRUE,TRUE
1700100054,2,0,0,2,1,2,TRUE,TRUE
1700100055,1,1,1,1,1,3,TRUE,TRUE
1700100056,1,0,0,2,0,0,TRUE,FALSE
1700100057,1,1,1,3,1,3,TRUE,TRUE
1700100058,1,1,1,3,1,3,TRUE,TRUE
1700100059,1,1,1,3,1,3,TRUE,TRUE
1700100060,1,1,1,1,2,3,TRUE,TRUE
1700100061,1,1,1,3,1,3,TRUE,TRUE
1700100062,1,0,0,2,0,0,TRUE,FALSE
1700100063,1,1,1,3,1,3,TRUE,TRUE
1700100064,1,1,1,2,1,3,TRUE,TRUE
1700100065,1,1,1,2,1,3,TRUE,TRUE
1700100066,1,1,1,3,1,3,TRUE,TRUE
1700100067,1,1,1,3,1,2,TRUE,TRUE
1700100068,1,1,1,1,1,1,TRUE,TRUE
1700100069,1,1,1,1,1,2,TRUE,TRUE
1700100070,0,0,0,0,1,3,FALSE,TRUE
1700100071,1,1,1,3,1,3,TRUE,TRUE
1700100072,1,1,1,3,1,3,TRUE,TRUE
1700100073,2,2,2,3,2,3,TRUE,TRUE
1700100074,1,1,1,2,1,2,TRUE,TRUE
1700100075,0,0,0,0,1,3,FALSE,TRUE
1700100076,0,0,0,0,1,3,FALSE,TRUE
1700100077,1,1,1,3,1,3,TRUE,TRUE
1700100078,1,1,1,1,1,3,TRUE,TRUE
1700100079,1,1,1,1,1,3,TRUE,TRUE
1700100080,1,1,1,1,1,3,TRUE,TRUE
1700100081,0,0,0,0,1,1,FALSE,TRUE
1700100082,1,1,1,3,1,3,TRUE,TRUE
1700100083,1,1,1,2,1,3,TRUE,TRUE
1700100084,2,1,1,2,1,2,TRUE,TRUE
1700100085,1,1,1,3,1,3,TRUE,TRUE
1700100086,1,1,1,2,1,3,TRUE,TRUE
1700100087,0,0,0,0,1,3,FALSE,TRUE
1700100088,0,0,0,0,1,3,FALSE,TRUE
1700100089,1,1,1,3,1,3,TRUE,TRUE
1700100090,1,1,1,1,1,3,TRUE,TRUE
1700100091,1,1,1,2,1,3,TRUE,TRUE
1700100092,1,1,1,3,1,3,TRUE,TRUE
1700100093,2,1,1,3,1,3,TRUE,TRUE
1700100094,1,1,1,3,1,3,TRUE,TRUE
1700100095,1,1,1,1,1,3,TRUE,TRUE
1700100096,1,1,1,3,1,3,TRUE,TRUE
1700100097,1,1,1,3,1,3,TRUE,TRUE
1700100098,2,2,2,3,1,3,TRUE,TRUE
1700100099,1,1,1,3,1,3,TRUE,TRUE
1700100100,0,0,0,0,1,1,FALSE,TRUE
1700100101,1,1,1,3,1,3,TRUE,TRUE
1700100102,1,1,1,1,1,3,TRUE,TRUE
1700100103,1,1,1,3,1,3,TRUE,TRUE
1700100104,2,2,2,3,2,3,TRUE,TRUE
1700100106,0,0,0,0,2,3,FALSE,TRUE
1700100107,1,1,1,3,1,3,TRUE,TRUE
1700100108,1,1,1,3,1,3,TRUE,TRUE
1700100109,0,0,0,0,1,3,FALSE,TRUE
1700100110,1,1,1,1,1,3,TRUE,TRUE
1700100111,1,1,1,3,1,3,TRUE,TRUE
1700100112,1,1,1,1,2,3,TRUE,TRUE
1700100113,1,1,1,2,1,3,TRUE,TRUE
1700100114,2,2,2,2,2,3,TRUE,TRUE
1700100115,1,1,1,2,1,3,TRUE,TRUE
1700100116,1,1,1,3,1,3,TRUE,TRUE
1700100117,2,1,1,2,1,3,TRUE,TRUE
1700100118,1,1,1,2,1,3,TRUE,TRUE
1700100119,3,3,3,2,3,2,TRUE,TRUE
1700100120,0,0,0,0,1,3,FALSE,TRUE
1700100121,1,1,1,3,1,3,TRUE,TRUE
1700100122,1,1,1,1,1,3,TRUE,TRUE
1700100123,1,1,1,1,1,2,TRUE,TRUE
1700100124,2,1,1,3,1,2,TRUE,TRUE
1700100125,1,1,1,2,1,3,TRUE,TRUE
1700100126,2,2,2,3,2,3,TRUE,TRUE
1700100127,0,0,0,0,1,3,FALSE,TRUE
1700100128,3,1,1,2,1,1,TRUE,TRUE
1700100129,1,1,1,3,1,3,TRUE,TRUE
1700100130,1,1,1,3,1,3,TRUE,TRUE
1700100131,2,2,2,3,2,3,TRUE,TRUE
1700100132,2,2,2,3,1,3,TRUE,TRUE
1700100133,2,2,2,1,2,1,TRUE,TRUE
1700100134,2,2,2,3,2,2,TRUE,TRUE
1700100135,1,1,1,3,1,3,TRUE,TRUE
1700100136,1,1,1,3,1,3,TRUE,TRUE
1700100137,1,1,1,3,1,3,TRUE,TRUE
1700100138,1,1,1,3,1,3,TRUE,TRUE
1700100139,1,1,1,3,1,3,TRUE,TRUE
1700100140,1,1,1,3,1,3,TRUE,TRUE
1700100141,1,1,1,3,1,3,TRUE,TRUE
1700100142,1,1,1,1,1,3,TRUE,TRUE
1700100143,1,1,1,3,1,3,TRUE,TRUE
1700100145,3,3,3,3,3,3,TRUE,TRUE
1700100146,3,2,2,3,3,3,TRUE,TRUE
1700100147,1,1,1,3,2,3,TRUE,TRUE
1700100148,1,1,1,1,1,1,TRUE,TRUE
1700300001,2,2,2,3,2,3,TRUE,TRUE
1700300002,2,2,2,3,2,3,TRUE,TRUE
1700300003,1,0,0,3,1,3,TRUE,TRUE
1700300004,1,1,1,3,1,3,TRUE,TRUE
1700300005,1,1,1,3,1,3,TRUE,TRUE
1700300006,1,1,1,3,1,3,TRUE,TRUE
1700300007,1,1,1,3,1,3,TRUE,TRUE
1700300008,1,1,1,3,1,3,TRUE,TRUE
1700300009,1,1,1,2,1,1,TRUE,TRUE
1700300010,1,1,1,3,1,2,TRUE,TRUE
1700300011,2,2,2,3,2,3,TRUE,TRUE
1700300012,0,0,0,0,0,0,FALSE,FALSE
1700300013,1,1,1,3,1,3,TRUE,TRUE
1700300014,0,0,0,0,1,3,FALSE,TRUE
1700300015,1,1,1,3,1,3,TRUE,TRUE
1700300016,1,1,1,3,1,3,TRUE,TRUE
1700300017,1,1,1,1,1,3,TRUE,TRUE
1700300018,1,1,1,3,1,3,TRUE,TRUE
1700300019,1,1,1,3,1,2,TRUE,TRUE
1700300020,2,2,2,3,2,3,TRUE,TRUE
1700300021,2,1,1,3,1,3,TRUE,TRUE
1700300022,1,1,1,3,1,3,TRUE,TRUE
1700300023,1,1,1,3,1,3,TRUE,TRUE
1700500001,1,1,1,3,1,3,TRUE,TRUE
1700500002,0,0,0,0,1,1,FALSE,TRUE
1700500003,1,1,1,2,1,3,TRUE,TRUE
1700500004,1,1,1,3,1,3,TRUE,TRUE
1700500005,1,1,1,3,1,3,TRUE,TRUE
1700500006,1,1,1,3,1,3,TRUE,TRUE
1700500007,1,1,1,3,1,3,TRUE,TRUE
1700500008,1,1,1,3,1,3,TRUE,TRUE
1700500009,0,0,0,0,1,1,FALSE,TRUE
1700500010,1,1,1,1,1,3,TRUE,TRUE
1700500011,1,0,0,1,0,0,TRUE,FALSE
1700500012,1,1,1,3,1,3,TRUE,TRUE
1700500013,1,1,1,3,1,3,TRUE,TRUE
1700500014,2,1,1,1,1,1,TRUE,TRUE
1700500015,1,1,1,3,1,3,TRUE,TRUE
1700500016,0,0,0,0,1,3,FALSE,TRUE
1700500017,1,1,1,3,1,3,TRUE,TRUE
1700500018,1,1,1,3,1,3,TRUE,TRUE
1700500019,1,1,1,2,1,3,TRUE,TRUE
1700500020,0,0,0,0,2,3,FALSE,TRUE
1700500021,1,1,1,1,1,3,TRUE,TRUE
1700500022,0,0,0,0,1,2,FALSE,TRUE
1700500023,1,1,1,3,1,3,TRUE,TRUE
1700500024,2,1,1,2,1,3,TRUE,TRUE
1700500025,1,1,1,3,1,3,TRUE,TRUE
1700500026,0,0,0,0,2,3,FALSE,TRUE
1700500027,2,1,1,2,1,3,TRUE,TRUE
1700500028,1,1,1,1,2,3,TRUE,TRUE
1700500029,1,1,1,2,1,3,TRUE,TRUE
1700500031,1,1,1,3,1,3,TRUE,TRUE
1700500032,1,1,1,1,1,3,TRUE,TRUE
1700500033,1,1,1,3,1,3,TRUE,TRUE
1700500034,1,1,1,3,1,3,TRUE,TRUE
1700500035,1,1,1,3,1,3,TRUE,TRUE
1700500036,1,1,1,3,1,3,TRUE,TRUE
1700500037,1,1,1,3,1,3,TRUE,TRUE
1700500038,1,1,1,3,1,3,TRUE,TRUE
1700500039,1,1,1,2,1,2,TRUE,TRUE
1700500040,0,0,0,0,0,0,FALSE,FALSE
1700500041,1,1,1,3,1,3,TRUE,TRUE
1700500042,1,1,1,3,1,3,TRUE,TRUE
1700500043,3,1,1,3,1,2,TRUE,TRUE
1700500044,1,1,1,2,1,3,TRUE,TRUE
1700500045,1,1,1,2,1,3,TRUE,TRUE
1700500046,1,1,1,3,1,3,TRUE,TRUE
1700500047,1,1,1,3,1,2,TRUE,TRUE
1700500048,1,1,1,3,1,3,TRUE,TRUE
1700500049,1,1,1,3,1,3,TRUE,TRUE
1700500050,1,1,1,3,1,3,TRUE,TRUE
1700500051,1,1,1,3,1,3,TRUE,TRUE
1700500052,1,1,1,3,1,3,TRUE,TRUE
1700500053,1,1,1,3,1,3,TRUE,TRUE
1700500054,1,1,1,1,0,0,TRUE,FALSE
1700500055,3,3,3,2,4,3,TRUE,TRUE
1700500056,2,2,2,3,4,3,TRUE,TRUE
1700500057,2,2,2,3,4,3,TRUE,TRUE
1700700001,1,1,1,2,1,3,TRUE,TRUE
1700700002,2,1,1,1,1,1,TRUE,TRUE
1700700003,1,1,1,3,1,3,TRUE,TRUE
1700700004,1,0,0,1,1,1,TRUE,TRUE
1700700005,0,0,0,0,1,3,FALSE,TRUE
1700700006,1,1,1,3,1,3,TRUE,TRUE
1700700007,1,1,1,2,1,3,TRUE,TRUE
1700700008,2,2,2,3,2,3,TRUE,TRUE
