PGM_SYS_ID,POLLUTANT_CODE,n
IA0000001907300017,300000319,3
IA0000001907300038,300000319,2
IA0000001907300042,10193,2
IA0000001907300042,10461,2
IA0000001907300042,300000319,2
IA0000001907300042,300000320,2
IA0000001907300042,300000322,2
IA0000001907700016,10193,2
IA0000001907700016,300000322,2
IA0000001907900020,10461,2
IA00000019079C0001,300000240,2
IA0000001908100036,300000242,2
IA0000001908100036,300000243,2
IA0000001908100036,300000322,2
IA0000001908100036,300000329,2
IA0000001908100037,300000243,2
IA0000001908100037,300000319,2
IA0000001908300045,10461,3
IA0000001908300045,300000005,3
IA0000001908300045,300000319,3
IA0000001908300121,300000038,2
IA0000001908300124,10193,2
IA0000001908300124,300000243,2
IA0000001908300131,300000319,2
IA0000001908300131,300000322,2
IA00000019085C0002,300000240,2
IA0000001908700055,300000242,2
IA0000001908700055,300000243,2
IA0000001908900006,10193,2
IA0000001908900006,300000005,2
IA0000001908900006,300000320,2
IA0000001908900006,300000322,2
IA00000019089C0001,300000240,2
IA00000019091C0001,300000240,2
IA0000001909500005,300000242,2
IA0000001909500005,300000243,2
IA0000001909500065,300000319,2
IA00000019095C0002,300000240,2
IA0000001909700053,10193,2
IA00000019099C0002,300000240,2
IA00000019101C0006,300000240,2
IA00000019101C0007,300000240,2
IA00000019101C0008,300000240,2
IA0000001910300007,300000319,2
IA0000001910300045,300000242,2
IA0000001910300050,300000322,2
IA0000001910300141,300000322,2
IA0000001910300153,300000005,2
IA0000001910300153,300000242,2
IA0000001910300153,300000243,2
IA0000001910300158,10193,2
IA0000001910300158,300000005,2
IA0000001910300158,300000319,2
IA0000001910300164,10461,2
IA0000001910300164,300000319,2
IA00000019109C0001,300000240,2
IA0000001911100005,300000319,2
IA0000001911100005,300000322,2
IA0000001911100030,10461,2
IA0000001911100030,300000242,2
IA0000001911100030,300000322,2
IA0000001911100057,10461,2
IA0000001911100057,300000243,2
IA0000001911100076,10193,2
IA0000001911100076,10461,2
IA0000001911100076,300000005,2
IA0000001911100076,300000242,2
IA0000001911100076,300000319,2
IA0000001911100133,300000319,2
IA0000001911100140,300000242,2
IA0000001911100140,300000243,2
IA0000001911100140,300000319,2
IA0000001911100140,300000322,2
IA0000001911100149,300000242,2
IA0000001911100149,300000243,2
IA0000001911100149,300000319,2
IA00000019111C0001,300000240,2
IA00000019111C0002,300000240,2
IA00000019111C0003,300000240,2
IA00000019115C0001,300000240,2
IA00000019115C0003,300000240,2
IA0000001912100061,300000234,2
IA00000019121C0001,300000240,2
IA0000001912300005,10461,2
IA0000001912300005,300000005,2
IA0000001912300005,300000038,2
IA0000001912300005,300000319,2
IA0000001912300105,10461,2
IA0000001912300105,300000319,2
IA0000001912300105,300000320,2
IA0000001912500001,300000319,2
IA0000001912500095,300000243,2
IA0000001912500099,10193,2
IA0000001912500099,10461,2
IA0000001912500099,300000242,2
IA0000001912500099,300000319,2
IA0000001912500099,300000322,2
IA00000019125C0009,300000240,2
IA00000019125C0010,300000240,2
IA00000019127C0002,300000240,2
IA00000019127C0003,300000240,2
IA00000019127C0004,300000240,2
IA00000019127C0005,300000240,2
IA00000019127C0006,300000240,2
IA0000001912900028,300000319,2
IA0000001912900030,10193,2
IA00000019129C0002,300000240,2
IA0000001913500032,300000243,2
IA0000001913500032,300000319,2
IA0000001913500033,2092,2
IA0000001913500033,300000243,2
IA0000001913500045,300000242,2
IA0000001913700061,300000319,3
IA0000001913900026,300000322,2
IA0000001913900045,10461,2
IA0000001913900045,300000319,2
IA0000001913900045,300000329,2
IA0000001913900119,300000319,2
IA0000001913900127,10193,2
IA0000001913900127,10461,2
IA0000001913900127,300000005,2
IA0000001913900127,300000242,2
IA0000001913900127,300000243,2
IA0000001913900127,300000319,2
IA0000001913900164,10193,2
IA0000001913900164,300000242,2
IA0000001913900164,300000243,2
IA00000019139C0004,300000240,2
IA00000019139C0005,300000240,2
IA00000019139C0006,300000240,2
IA00000019139C0007,300000240,2
IA0000001914100025,300000005,3
IA0000001914100062,300000005,2
IA0000001914100066,10461,2
IA0000001914300028,300000319,3
IA0000001914300031,300000319,2
IA00000019145C0005,300000240,2
IA0000001914700060,300000319,2
IA0000001914700064,10461,2
IA00000019147C0002,300000240,2
IA0000001915100038,300000320,2
IA0000001915100038,300000322,2
IA0000001915500005,10193,2
IA0000001915500005,300000319,2
IA0000001915500035,10193,2
IA0000001915500035,10461,2
IA0000001915500035,300000005,2
IA0000001915500035,300000319,2
IA0000001915500035,300000322,2
IA0000001915500055,300000242,2
IA0000001915500055,300000243,2
IA0000001915500127,300000322,2
IA0000001915500185,300000038,2
IA0000001915500185,300000322,2
IA0000001915500318,300000005,2
IA0000001915500318,300000243,2
IA0000001915500325,300000243,2
IA0000001915500340,300000243,2
IA00000019155C0009,300000240,2
IA00000019155C0016,300000240,2
IA00000019155C0017,300000240,2
IA00000019155C0018,300000240,2
IA00000019155C0019,300000240,2
IA00000019155C0021,300000240,2
IA00000019155C0022,300000240,2
IA0000001916300004,300000242,2
IA0000001916300004,300000243,2
IA0000001916300010,300000329,2
IA0000001916300031,300000319,2
IA0000001916300031,300000322,2
IA0000001916300186,10193,2
IA0000001916300186,10461,2
IA0000001916300186,300000005,2
IA0000001916300186,300000319,2
IA0000001916300203,300000243,2
IA0000001916300393,300000242,2
IA0000001916300393,300000243,2
IA0000001916300394,10193,2
IA0000001916300445,10193,2
IA0000001916300445,300000005,2
IA0000001916300445,300000242,2
IA0000001916300478,300000243,2
IA00000019163C0014,300000240,2
IA00000019163C0016,300000240,2
IA00000019163C0017,300000240,2
IA00000019163C0018,300000240,2
IA0000001916700088,300000005,2
IA0000001916700088,300000319,2
IA0000001916700088,300000322,2
IA0000001916700089,300000242,2
IA0000001916700089,300000243,2
IA0000001916700089,300000319,2
IA0000001916700089,300000320,2
IA0000001916700094,300000005,2
IA0000001916700094,300000243,2
IA0000001916700109,300000319,2
IA00000019167C0003,300000240,2
IA0000001916900060,300000319,2
IA0000001916900060,300000322,2
IA0000001916900060,300000330,2
IA0000001916900100,300000319,2
IA0000001916900100,300000322,2
IA0000001916900153,10461,2
IA0000001916900153,300000319,2
IA0000001916900155,300000243,2
IA0000001916900158,10193,2
IA0000001916900158,10461,2
IA0000001916900158,300000005,2
IA0000001916900158,300000243,2
IA0000001916900158,300000319,2
IA0000001916900158,300000322,2
IA0000001916900164,300000005,2
IA0000001916900164,300000319,2
IA0000001916900164,300000322,2
IA0000001916900167,10461,2
IA0000001916900167,300000319,2
IA0000001916900167,300000322,2
IA0000001916900172,300000005,2
IA0000001916900172,300000242,2
IA0000001916900172,300000243,2
IA0000001916900172,300000319,2
IA00000019169C0006,300000240,2
IA00000019169C0013,300000240,2
IA00000019169C0015,300000240,2
IA00000019169C0016,300000240,2
IA00000019169C0020,300000240,2
IA00000019169C0021,300000240,2
IA0000001917100030,300000242,2
IA0000001917100030,300000243,2
IA0000001917500030,300000319,3
IA0000001917500030,300000320,2
IA0000001917500030,300000322,2
IA0000001917500125,300000319,2
IA0000001917500125,300000322,2
IA0000001917700020,300000005,3
IA0000001917700020,300000242,3
IA0000001917700020,300000243,2
IA0000001917900021,10461,2
IA0000001917900021,300000242,2
IA0000001917900066,300000319,2
IA0000001917900067,10193,2
IA0000001917900067,10461,2
IA0000001917900067,300000005,2
IA0000001917900067,300000242,2
IA0000001917900067,300000319,2
IA0000001917900067,300000322,2
IA0000001917900067,300000330,2
IA00000019179C0001,300000240,2
IA00000019179C0008,300000240,2
IA00000019179C0009,300000240,2
IA00000019183C0002,300000240,2
IA00000019183C0003,300000240,2
IA00000019183C0004,300000240,2
IA00000019183C0005,300000240,2
IA00000019185C0001,300000240,2
IA0000001918700060,10193,2
IA0000001918700060,300000005,2
IA0000001918700060,300000242,2
IA0000001918700100,300000243,2
IA0000001918700196,300000242,2
IA0000001918700198,300000319,2
IA0000001918700198,300000320,2
IA0000001918700198,300000322,2
IA0000001918900020,10461,2
IA0000001918900054,300000242,2
IA0000001918900054,300000319,2
IA00000019189C0001,300000240,2
IA00000019189C0002,300000240,2
IA0000001919100022,300000319,2
IA0000001919300090,10193,2
IA0000001919300125,300000322,2
IA0000001919300148,10193,2
IA0000001919300148,10461,2
IA0000001919300666,300000319,2
IA00000019193C0007,300000240,2
IA00000019193C0008,300000240,2
IA00000019193C0009,300000240,2
IA00000019193C0011,300000240,2
IA0000001919500038,300000242,2
IA0000001919500038,300000243,2
IA0000001919700077,10193,3
IA0000001919700077,10461,2
IA0000001919700077,300000005,2
IA0000001919700077,300000213,2
IA0000001919700077,300000319,2
IA0000001919700077,300000320,2
IA0000001919700077,300000322,2
IA00000019197C0003,300000240,2
IA0000001977700086,300000322,2
IA0000001977700784,10461,2
IA0000001977700784,300000005,2
IA0000001977700784,300000242,2
IA0000001977700784,300000319,2
IA0000001977700784,300000322,2
IA0001407002,10193,2
IA0001407002,10461,2
IA0001407002,300000242,2
IA0001407002,300000243,2
IA0001407002,300000282,2
IA0001407002,300000327,2
IA000190000,10193,2
IA000190000,300000282,2
IA0001900002517008,10193,2
IA0001900002517008,300000282,2
IA0002901098,300000243,2
IA0004001037,10193,2
IA0004001037,10373,3
IA0004001037,10461,2
IA0004001037,300000038,2
IA0004001037,300000242,3
IA0004001037,300000243,2
IA0004001037,300000282,2
IA0004102020,10193,3
IA0004102020,300000282,3
IA00085-01-110,300000242,2
IA00085-01-110,300000243,2
IA0009000005501043,300000242,2
IA0009000005501043,300000243,2
IA0009000006006006,10461,2
IA00091-02-006,300000243,2
IA00091-02-006,320002704,2
IA00091-09-005,10193,2
IA00091-09-005,300000282,3
IALIN0001911300010,300000320,2
IALIN0001911300020,10461,2
IALIN0001911300020,300000159,2
IALIN0001911300020,300000320,2
IALIN0001911300050,300000036,2
IALIN0001911300070,300000319,2
IALIN0001911300070,300000322,2
IALIN0001911300186,300000243,2
IALIN0001911301167,300000242,2
IALIN0001911301386,10461,2
IALIN00019113C0006,300000240,2
IALIN00019113C0007,300000240,2
IALIN00019113C0008,300000240,2
IALIN00019113C0009,300000240,2
IALIN00019113C0010,300000240,2
IALIN00019113C0011,300000240,2
IALIN00019113C0012,300000240,2
IALIN00019113C0013,300000240,2
IALIN00019113C0014,300000240,2
IALIN00019113C0015,300000240,2
IALIN00019113C0016,300000240,2
IALIN00019113C0017,300000240,2
IALIN00019113C0018,300000240,2
IAPLK0001915300050,10461,2
IAPLK0001915300050,200000481,2
IAPLK0001915300050,300000005,2
IAPLK0001915300050,300000242,3
IAPLK0001915300127,300000322,2
IAPLK0001915300127,300000323,2
IAPLK0001915300187,300000038,2
IAPLK0001915300250,300000038,2
IAPLK0001915300330,300000322,2
IAPLK0001915300361,10461,2
IAPLK0001915300390,300000005,4
IAPLK0001915300418,300000243,2
IAPLK0001915300418,300000322,2
IAPLK0001915300482,300000243,2
IAPLK0001915300530,10193,2
IAPLK0001915300530,10461,2
IAPLK0001915300997,300000005,2
IAPLK0001915302009,10373,2
IAPLK0001915302066,300000005,2
IAPLK0001915302086,300000005,2
IAPLK0001915302091,300000005,2
IAPLK0001915302158,300000005,2
IAPLK0001915302391,300000005,2
IAPLK0001915303020,300000242,2
IAPLK0001915303020,300000243,2
IAPLK0001915303290,300000242,2
IAPLK0001915303290,300000243,2
IAPLK0001915303355,300000319,2
ID0000001600100019,300000322,2
ID0000001600100026,300000242,2
ID0000001600100029,10461,2
ID0000001600100029,300000005,2
ID0000001600100043,10193,2
ID0000001600100043,300000005,2
ID0000001600100044,10193,3
ID0000001600100044,200000481,2
ID0000001600100044,300000005,3
ID0000001600100044,300000243,3
ID0000001600100044,300000319,2
ID0000001600100044,300000322,2
ID0000001600100091,300000319,2
ID0000001600100091,300000322,2
ID0000001600100091,300000328,2
ID0000001600100094,300000005,2
ID0000001600100107,200000481,2
ID0000001600100107,300000005,2
ID0000001600100107,300000242,2
ID0000001600100107,300000243,2
ID0000001600100107,300000319,3
ID0000001600100107,300000322,3
ID0000001600100107,300000329,2
ID0000001600100108,300000243,2
ID0000001600100109,300000319,2
ID0000001600100109,300000322,2
ID0000001600100112,300000242,2
ID0000001600100115,300000322,3
ID0000001600100145,300000242,2
ID0000001600100145,300000243,2
ID0000001600100155,300000319,2
ID0000001600100182,10461,2
ID0000001600100182,300000319,2
ID0000001600100185,300000319,2
ID0000001600100185,300000322,2
ID0000001600100195,10193,2
ID0000001600100195,10461,3
ID0000001600100195,300000242,2
ID0000001600100195,300000243,2
ID0000001600100279,10373,2
ID0000001600100279,200000481,2
ID0000001600100297,300000242,2
ID0000001600100297,300000328,3
ID0000001600100302,300000242,2
ID0000001600100302,300000243,2
ID0000001600300001,300000005,2
ID0000001600300001,300000038,2
ID0000001600300001,300000242,2
ID0000001600300001,300000243,2
ID0000001600300001,300000320,2
ID0000001600500004,10193,2
ID0000001600500004,10461,2
ID0000001600500004,300000005,2
ID0000001600500004,300000319,2
ID0000001600500004,300000322,2
ID0000001600500004,300000329,2
ID0000001600500017,300000242,2
ID0000001600500028,10193,2
ID0000001600500028,300000005,2
ID0000001600500029,300000005,2
ID0000001600500029,300000328,2
ID0000001600500034,300000074,2
ID0000001600500035,300000242,2
ID0000001600500062,300000242,2
ID0000001600700004,300000005,2
ID0000001600700004,300000329,2
ID0000001600700008,10193,2
ID0000001600700008,300000005,2
ID0000001600700008,300000242,2
ID0000001600700008,300000329,2
ID0000001600900004,300000242,2
ID0000001600900030,10193,2
ID0000001600900030,300000319,2
ID0000001600900030,300000322,2
ID0000001601100012,10461,2
ID0000001601100012,300000242,2
ID0000001601100013,10461,2
ID0000001601100013,300000005,2
ID0000001601100020,10193,2
ID0000001601100020,300000005,2
ID0000001601100020,300000322,2
ID0000001601100028,300000319,2
ID0000001601100028,300000322,2
ID0000001601100036,300000242,2
ID0000001601700001,300000319,2
ID0000001601700027,300000005,2
ID0000001601700027,300000038,2
ID0000001601700027,300000243,2
ID0000001601700027,300000319,2
ID0000001601700027,300000322,3
ID0000001601700048,300000038,2
ID0000001601900025,10193,2
ID0000001601900025,200000481,2
ID0000001601900025,300000038,2
ID0000001601900038,300000005,2
ID0000001601900086,300000242,2
ID0000001601900086,300000243,2
ID0000001602100001,300000242,2
ID0000001602100001,300000243,2
ID0000001602100001,300000319,2
ID0000001602100001,300000320,2
ID0000001602100001,300000322,2
ID0000001602300001,10193,2
ID0000001602300001,10461,3
ID0000001602300001,300000005,2
ID0000001602300001,300000242,2
ID0000001602700010,300000243,2
ID0000001602700010,300000319,2
ID0000001602700010,300000320,2
ID0000001602700020,300000038,2
ID0000001602700034,300000322,2
ID0000001602700064,300000242,2
ID0000001602700064,300000243,3
ID0000001602700064,300000322,2
ID0000001602700064,300000329,2
ID0000001602700067,300000242,2
ID0000001602700067,300000243,2
ID0000001602700067,300000329,2
ID0000001602700094,200000481,2
ID0000001602700094,300000319,2
ID0000001602700095,300000038,2
ID0000001602700130,300000319,2
ID0000001602700130,300000320,2
ID0000001602700131,300000243,2
ID0000001602700131,300000329,2
ID0000001602700138,10461,2
ID0000001602700138,300000005,2
ID0000001602700138,300000319,2
ID0000001602700145,300000242,3
ID0000001602700148,10373,2
ID0000001602700148,200000481,2
ID0000001602700148,300000322,2
ID0000001602700151,10373,2
ID0000001602700151,200000481,2
ID0000001602700151,300000322,2
ID0000001602700153,10373,2
ID0000001602700153,200000481,2
ID0000001602700153,300000322,2
ID0000001602900001,300000038,2
ID0000001602900001,300000243,2
ID0000001602900003,300000320,3
ID0000001603100014,10461,3
ID0000001603100014,300000005,2
ID0000001603100014,300000329,3
ID0000001603100017,300000242,2
ID0000001603100026,300000243,2
ID0000001603100026,300000329,2
ID0000001603100032,300000319,2
ID0000001603100034,10193,3
ID0000001603100034,300000319,2
ID0000001603100034,300000322,2
ID0000001603100046,10193,2
ID0000001603100046,300000328,2
ID0000001603900001,10461,2
ID0000001603900020,300000243,2
ID0000001603900022,10193,2
ID0000001603900024,10461,3
ID0000001603900024,300000243,2
ID0000001603900024,300000322,2
ID0000001603900025,10461,2
ID0000001603900025,300000322,2
ID0000001603900030,300000242,2
ID0000001604100010,300000322,2
ID0000001604100014,200000481,2
ID0000001604100014,300000242,2
ID0000001604100014,300000243,3
ID0000001604100014,300000319,2
ID0000001604500006,200000481,3
ID0000001604500006,300000005,2
ID0000001604500006,300000242,3
ID0000001604500006,300000243,4
ID0000001604500006,300000319,3
ID0000001604500006,300000322,3
ID0000001604700008,10461,3
ID0000001604700008,300000319,2
ID0000001604700008,300000322,2
ID0000001605100017,10193,2
ID0000001605100017,300000005,2
ID0000001605100017,300000329,2
ID0000001605100027,10461,2
ID0000001605100027,200000481,2
ID0000001605100027,300000038,2
ID0000001605300017,10193,2
ID0000001605300017,10461,2
ID0000001605300018,300000005,2
ID0000001605300031,300000319,2
ID0000001605300031,300000320,2
ID0000001605300031,300000322,2
ID0000001605500004,10193,2
ID0000001605500004,200000481,2
ID0000001605500004,300000319,2
ID0000001605500004,300000322,2
ID0000001605500018,10461,2
ID0000001605500018,300000242,2
ID0000001605500018,300000243,2
ID0000001605500018,300000320,2
ID0000001605500024,300000319,2
ID0000001605500024,300000320,2
ID0000001605500024,300000322,2
ID0000001605500031,300000243,2
ID0000001605500044,300000242,2
ID0000001605500044,300000328,2
ID0000001605500045,300000038,2
ID0000001605500047,300000243,2
ID0000001605500047,300000328,2
ID0000001605500072,300000242,2
ID0000001605700008,300000243,2
ID0000001606500004,300000242,2
ID0000001606500004,300000243,2
ID0000001606500004,300000319,2
ID0000001606500004,300000322,2
ID0000001606500008,10461,3
ID0000001606500008,300000005,3
ID0000001606500008,300000319,2
ID0000001606500008,300000320,2
ID0000001606500008,300000322,2
ID0000001606500011,10193,2
ID0000001606500011,10461,2
ID0000001606500011,300000319,2
ID0000001606500011,300000320,2
ID0000001606500011,300000322,2
ID0000001606700019,300000322,2
ID0000001606700047,10373,2
ID0000001606700047,300000242,2
ID0000001606700047,300000320,2
ID0000001606700047,300000322,2
ID0000001606900001,300000322,2
ID0000001606900003,300000038,2
ID0000001607100008,300000319,2
ID0000001607300004,300000242,2
ID0000001607500022,10193,2
ID0000001607500022,300000282,2
ID0000001607700006,300000243,2
ID0000001608300001,10461,2
ID0000001608300001,300000243,2
ID0000001608300050,300000005,2
ID0000001608300050,300000038,2
ID0000001608300058,300000243,2
ID0000001608300058,300000322,2
ID0000001608300066,300000240,2
ID0000001608300087,300000242,2
ID0000001608300097,300000242,2
ID0000001608300100,300000242,2
ID0000001608300100,300000243,2
ID0000001608300100,300000319,2
ID0000001608300100,300000322,2
ID0000001608300127,10193,2
ID0000001608300127,10461,2
ID0000001608700007,300000242,2
ID0000001608700007,300000243,2
ID0000001608700007,300000319,2
ID0000001608700007,300000322,2
ID0000001677700039,10461,2
ID0000001677700039,300000243,2
ID0000001677700039,300000322,2
ID0000001677700085,300000005,2
ID0000001677700098,300000005,2
ID0000001677700098,300000319,2
ID0000001677700098,300000322,2
ID0000001677700098,300000329,2
ID0000001677700106,300000319,2
ID0000001677700106,300000322,2
ID0000001677700221,300000005,2
ID0000001677700221,300000236,2
ID0000001677700221,300000243,2
ID0000001677700221,300000319,2
ID0000001677700221,300000322,2
ID0000001677700255,10193,2
ID0000001677700255,300000005,2
ID0000001677700255,300000319,2
ID0000001677700255,300000322,2
ID0000001677700266,10461,2
ID0000001677700266,300000243,2
ID0000001677700266,300000322,2
ID0000001677700351,10193,2
ID0000001677700351,10461,2
ID0000001677700351,300000005,2
ID0000001677700438,10193,2
ID0000001677700438,300000005,2
ID0000001677700514,10461,2
ID0000001677700533,10193,2
ID0000001677700533,300000005,2
ID0000001677700533,300000319,2
ID0000001677700533,300000320,2
ID0000001677700533,300000322,2
ID0000001677700577,300000038,2
ID0000001677700614,10193,2
ID0000001677700614,300000282,2
IL0000001703106254,300000240,2
IL00000017031U0183,300000243,2
IL00000017031U0196,300000322,2
IL00000017031U0197,300000218,2
IL00000017031U0198,300000242,2
IL00000017031U0199,300000240,2
IL00000017031U0200,300000240,2
IL00000017031U0201,300000240,2
IL00000017031U0202,300000240,2
IL00000017031U0203,300000240,2
IL00000017031U0204,300000240,2
IL00000017031U0205,300000240,2
IL00000017031U0206,300000240,2
IL00000017031U0207,300000240,2
IL00000017031U0208,300000240,2
IL00000017031U0209,300000240,2
IL00000017031U0210,300000240,2
IL00000017031U0211,300000319,2
IL00000017031U0213,300000322,2
IL00000017043U0030,300000240,2
IL00000017043U0031,300000240,2
IL00000017043U0032,300000240,2
IL00000017089U0002,300000240,2
IL00000017097R0029,300000240,2
IL00000017097R0030,300000240,2
IL00000017111U0005,300000240,2
IL00000017125R0036,300000240,2
IL000001005AAC,300000329,2
IL000001010AAF,300000329,2
IL000001045AAA,300000329,2
IL000001045AAB,300000329,2
IL000001050AAB,300000329,2
IL000001065AAJ,300000329,2
IL000001065ABP,300000329,2
IL000001065ADQ,300000329,2
IL000001065AEN,300000329,2
IL000001065AFT,300000329,2
IL000001065AGA,300000329,2
IL000001065AGI,300000242,2
IL000001065AGI,300000329,2
IL000001065AGL,300000329,2
IL000001065AGM,300000329,2
IL000001065AGN,300000329,2
IL000001065AGO,300000243,2
IL000001065AGO,300000329,2
IL000001065AGP,300000329,2
IL000001065AGQ,300000329,2
IL000001065AGR,300000242,2
IL000001065AGY,300000329,2
IL000001065AGZ,300000329,2
IL000001070AAB,300000329,2
IL000001801AAC,300000329,2
IL000001801AAD,300000329,2
IL000001806AAA,300000329,2
IL000001806AAB,10193,2
IL000001806AAB,10461,2
IL000001806AAB,300000005,3
IL000001806AAB,300000243,4
IL000001806AAB,300000329,2
IL000001806AAC,300000329,2
IL000001806AAD,300000329,2
IL000001806AAF,300000329,2
IL000001806AAP,300000329,2
IL000001806AAR,300000329,2
IL000001806AAS,300000329,2
IL000001806AAT,300000242,2
IL000001806AAT,300000329,2
IL000001806AAU,300000329,2
IL000001806AAW,300000329,2
IL000001807AAC,300000329,2
IL000001809AAE,300000329,2
IL000001810AAB,300000329,2
IL000001813AAA,300000329,2
IL000001815AAB,10193,2
IL000001815AAB,300000319,2
IL000001815AAB,300000320,3
IL000001815AAB,300000329,2
IL000001815AAD,300000329,2
IL000001815AAF,300000320,2
IL000001815AAF,300000329,2
IL000001815AAG,300000329,2
IL000001815AAK,300000329,2
IL000001815AAO,300000329,2
IL000001815AAS,300000329,2
IL000001815ABC,300000319,2
IL000001815ABC,300000329,2
IL000001815ABF,300000329,2
IL000001815ABJ,300000319,2
IL000001815ABJ,300000329,2
IL000001815ABK,300000329,2
IL000001815ABL,300000329,2
IL000001819AAE,300000329,2
IL000001820AAF,300000329,2
IL000001820AAG,300000329,2
IL000003005AAI,10193,5
IL000003005AAI,10461,4
IL000003005AAI,300000005,6
IL000003005AAI,300000319,6
IL000003005AAI,300000329,2
IL000003010AAC,300000329,2
IL000003010AAE,300000329,2
IL000003802AAB,300000329,2
IL000003851AAA,300000329,2
IL000003853AAA,300000329,2
IL000003857AAA,300000329,2
IL000005005AAF,300000329,2
IL000005005AAG,300000329,2
IL000005005AAW,300000329,2
IL000005005AAY,300000329,2
IL000005005AAZ,300000329,2
IL000005005ABA,300000329,2
IL000005005ABF,300000329,2
IL000005010AAD,300000329,2
IL000005020AAA,300000329,2
IL000005458AAA,300000329,2
IL000005476AAB,300000329,2
IL000005801AAC,300000329,2
IL000005801AAE,300000329,2
IL000005803AAA,300000329,2
IL000005803AAC,10461,2
IL000005803AAC,300000005,2
IL000005803AAC,300000243,2
IL000005803AAC,300000319,2
IL000005803AAC,300000329,2
IL000005805AAB,300000329,2
IL000005805AAC,300000329,2
IL000005805AAD,300000329,2
IL000007005AAF,10193,3
IL000007005AAF,300000329,2
IL000007005AAH,300000243,2
IL000007005AAH,300000329,2
IL000007005AAV,300000329,2
IL000007005AAW,300000329,2
IL000007005ABG,300000329,2
IL000007005ABI,300000329,2
IL000007005ABN,300000329,2
IL000007005ABQ,300000329,2
IL000007005ABS,300000329,2
IL000007005ABT,300000329,2
IL000007005ABV,300000329,2
IL000007005ABX,10193,2
IL000007005ABX,300000005,2
IL000007005ABX,300000329,2
IL000007005ABZ,300000329,2
IL000007005ACC,300000329,2
IL000007010AAA,300000242,2
IL000007010AAA,300000329,2
IL000007010AAB,300000242,2
IL000007010AAB,300000329,2
IL000007015AAB,300000329,2
IL000007015AAD,300000329,2
IL000007015AAE,300000329,2
IL000007800AAD,300000329,2
IL000007800AAO,300000329,2
IL000007800AAP,300000329,2
IL000007800AAR,300000329,2
IL000007800AAU,300000329,2
IL000007800AAX,300000329,2
IL000007800AAY,300000329,2
IL000007800AAZ,300000329,2
IL000007800ABB,300000329,2
IL000007801AAC,300000329,2
IL000007801AAG,300000329,2
IL000007803AAA,300000329,2
IL000007804AAF,300000329,2
IL000007804AAH,300000329,2
IL000007804AAK,300000329,2
IL000007804AAM,300000329,2
IL000007808AAA,300000329,2
IL000007808AAB,300000329,2
IL000007808AAC,300000319,2
IL000007808AAD,300000329,2
IL000009010AAK,300000329,2
IL000009803AAA,300000329,2
IL000009805AAB,300000329,2
IL000011045AAA,300000329,2
IL000011070AAF,300000329,2
IL000011085AAA,10193,2
IL000011085AAA,300000329,2
IL000011085AAI,300000329,2
IL000011085AAK,300000329,2
IL000011085ABB,300000329,2
IL000011085ABC,300000329,2
IL000011085ABE,300000329,2
IL000011085ABG,300000242,3
IL000011085ABG,300000329,2
IL000011085ABI,300000329,2
IL000011085ABJ,300000329,2
IL000011085ABK,300000329,2
IL000011085ABL,300000329,2
IL000011085ABP,300000329,2
IL000011090AAA,300000329,2
IL000011100AAT,300000329,2
IL000011110AAJ,300000329,2
IL000011803AAA,300000329,2
IL000011804AAC,300000329,2
IL000011808AAA,300000329,2
IL000011809AAA,300000329,2
IL000011809AAB,300000329,2
IL000011809AAD,300000329,2
IL000011809AAE,300000329,2
IL000011809AAF,300000329,2
IL000011811AAC,300000329,2
IL000011812AAB,300000329,2
IL000011812AAD,300000329,2
IL000011813AAA,300000329,2
IL000011813AAB,300000329,2
IL000011814AAA,300000329,2
IL000011818AAB,300000329,2
IL000011818AAC,300000329,2
IL000011818AAD,300000329,2
IL000011819AAD,300000329,2
IL000011819AAM,300000329,2
IL000011820AAA,300000329,2
IL000011821AAF,300000329,2
IL000011821AAG,300000329,2
IL000013020AAC,300000329,2
IL000013856AAB,300000329,2
IL000013856AAC,300000242,2
IL000015005AAC,300000329,2
IL000015010AAB,300000329,2
IL000015010AAK,300000329,2
IL000015015AAC,300000329,2
IL000015025AAM,300000329,2
IL000015025AAN,300000329,2
IL000015025AAO,300000329,2
IL000015025AAP,300000329,2
IL000015030AAD,300000329,2
IL000015035AAA,300000329,2
IL000015800AAD,300000329,2
IL000015800AAE,300000329,2
IL000015801AAB,300000329,2
IL000015802AAA,300000329,2
IL000015804AAA,300000329,2
IL000015805AAF,300000329,2
IL000015805AAH,300000329,2
IL000015806AAD,300000329,2
IL000015808AAB,300000329,2
IL000015808AAD,300000329,2
IL000015808AAE,300000329,2
IL000015813AAA,300000005,2
IL000015813AAA,300000329,2
IL000017005AAB,300000329,2
IL000017010AAB,300000329,2
IL000017015AAL,10193,7
IL000017015AAL,10461,7
IL000017015AAL,300000005,5
IL000017015AAL,300000243,4
IL000017015AAL,300000329,2
IL000017015AAS,300000329,2
IL000017015ABI,300000329,2
IL000017015ABJ,300000329,2
IL000017020AAB,300000329,2
IL000017025AAH,300000329,2
IL000017025AAM,300000329,2
IL000017025AAN,300000329,2
IL000017802AAC,300000329,2
IL000017802AAI,300000329,2
IL000017802AAJ,300000329,2
IL000017802AAM,300000243,2
IL000017802AAM,300000329,2
IL000017803AAA,300000329,2
IL000017803AAC,300000329,2
IL000017808AAB,300000329,2
IL000019003AAA,300000329,2
IL000019005AAA,300000329,2
IL000019010AAC,300000329,2
